,raceId,driverId,constructorId,grid,position,statusId,constructorForm,driverPerformance
431,39,17,9,19,\N,9,1.3043673819053694,0.8281523883408324
432,39,3,3,11,6,1,1.8268815547508408,0.941911164303092
433,39,25,3,18,\N,4,1.8268815547508408,0.588785169706646
434,39,5,4,8,7,1,2.273518167203879,0.6680732318825002
435,39,21,4,10,9,11,2.273518167203879,0.8068431029805595
436,39,11,8,13,8,11,1.1276580727581926,0.7805815713698451
437,39,19,8,15,11,11,1.1276580727581926,0.6873986386222443
438,39,22,11,12,10,11,0.9797621139807148,0.7857778222528913
439,39,18,11,14,12,11,0.9797621139807148,0.6833979618825686
440,39,16,12,20,13,12,0.8505550881170205,0.7652190980737241
441,39,27,12,21,14,12,0.8505550881170205,0.6998061529796263
442,39,23,7,17,\N,22,1.5268514086339717,0.6313947038935961
443,39,15,7,6,\N,32,1.5268514086339717,0.8650670292095166
444,39,24,5,16,\N,31,0.7333619496011154,0.7962623078186398
445,39,26,5,22,\N,27,0.7333619496011154,0.675600119944917
446,40,4,1,1,1,1,0.6232802959048005,0.7463483057007358
447,40,1,1,2,2,1,0.6232802959048005,0.716382196968133
448,40,13,6,3,3,1,5.000164300340007,0.8206849672613876
449,40,8,6,16,8,11,5.000164300340007,0.6586905520317935
450,40,21,4,4,4,11,2.273518167203879,0.8753066872371988
451,40,5,4,15,13,5,2.273518167203879,0.6255465187983794
452,40,9,2,8,5,11,3.0562390832933315,0.6531401395894707
453,40,2,2,7,6,11,3.0562390832933315,0.8292188426021443
454,40,25,3,11,7,11,1.8268815547508408,0.606413045048392
455,40,3,3,5,12,11,1.8268815547508408,0.9099828947371995
456,40,26,5,18,9,11,0.9797621139807148,0.7092874518439134
457,40,24,5,12,\N,3,0.9797621139807148,0.7542055570623813
458,40,22,11,9,10,11,0.8505550881170205,0.7826560068513813
459,40,18,11,10,11,11,0.8505550881170205,0.685790232004273
460,40,14,9,13,14,12,1.3043673819053694,0.6673353937950038
461,40,17,9,6,\N,6,1.3043673819053694,0.8079051790271973
462,40,15,7,14,15,12,1.5268514086339717,0.8671305435524423
463,40,23,7,20,16,12,1.5268514086339717,0.6302057313343336
464,40,11,8,21,17,12,1.1276580727581926,0.7581834749497285
465,40,19,8,17,18,12,1.1276580727581926,0.7058026784940664
466,40,27,12,22,19,30,0.7333619496011154,0.698960161575821
467,40,16,12,19,\N,3,0.7333619496011154,0.7662315619485914
468,41,1,1,1,1,1,0.6232802959048005,0.7405460997436751
469,41,4,1,2,7,1,0.6232802959048005,0.7218109992535692
470,41,2,2,3,2,1,3.0562390832933315,0.8820119142491653
471,41,9,2,8,\N,3,3.0562390832933315,0.6217802380609116
472,41,25,3,19,3,1,1.8268815547508408,0.6128138048569951
473,41,3,3,7,10,1,1.8268815547508408,0.8982483611420702
474,41,5,4,22,4,1,2.273518167203879,0.6504280601084498
475,41,21,4,9,\N,2,2.273518167203879,0.833482181177255
476,41,8,6,4,5,1,5.000164300340007,0.7157846549681294
477,41,13,6,5,\N,2,5.000164300340007,0.746997887542625
478,41,11,8,11,6,1,1.1276580727581926,0.7910059984038539
479,41,19,8,17,11,1,1.1276580727581926,0.6794651201920798
480,41,23,7,18,8,1,1.5268514086339717,0.6374870880727223
481,41,15,7,10,\N,3,1.5268514086339717,0.8546516892561985
482,41,17,9,6,9,1,1.3043673819053694,0.847633953600602
483,41,14,9,14,\N,6,1.3043673819053694,0.6416873388911916
484,41,22,11,13,12,1,0.8505550881170205,0.8086135565880427
485,41,18,11,15,\N,6,0.8505550881170205,0.6668449974558048
486,41,24,5,12,\N,3,0.9797621139807148,0.7805815713698451
487,41,26,5,16,\N,3,0.9797621139807148,0.6873986386222443
488,41,27,12,21,\N,33,0.7333619496011154,0.7098723291159993
489,41,16,12,20,\N,3,0.7333619496011154,0.7535456942023746
490,42,1,1,1,1,1,0.6232802959048005,0.7446823982906241
491,42,4,1,2,2,1,0.6232802959048005,0.7179239543570245
492,42,13,6,3,3,1,5.000164300340007,0.7502601055951177
493,42,8,6,4,4,1,5.000164300340007,0.7128140986174973
494,42,5,4,6,5,1,2.273518167203879,0.6772482448257275
495,42,21,4,10,9,11,2.273518167203879,0.7940064108615468
496,42,15,7,8,6,1,1.5268514086339717,0.895068153868475
497,42,23,7,12,\N,4,1.5268514086339717,0.6145567676983563
498,42,17,9,9,7,1,1.3043673819053694,0.8753066872371988
499,42,14,9,11,\N,4,1.3043673819053694,0.6255465187983794
